dataset_file_name,dataset_google_id,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,divpart_time_series,q_order_0,alpha_div_mean,139.28125
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,divpart_time_series,q_order_0,alpha_div_cv,0.041181145028713756
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,divpart_time_series,q_order_0,beta_div_mean,1.566675489745264
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,divpart_time_series,q_order_0,beta_div_cv,0.028860986991825772
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,divpart_time_series,q_order_0,gamma_div_mean,218.0625
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,divpart_time_series,q_order_0,gamma_div_cv,0.033173471585161936
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,agg,NA,gamma_var,0.07331726468051815
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,agg,NA,alpha_var,0.18951682549517254
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,agg,NA,phi_var,0.386864145117214
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,agg,NA,gamma_var_rate,0.004887817645367876
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,agg,NA,alpha_var_rate,0.012634455033011503
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,com,h,gamma_var,0.19615596467654395
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,com,h,alpha_var,0.36874395312360764
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,com,h,phi_var,0.5319571019807069
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,com,h,gamma_var_rate,0.013077064311769597
L3-mcr-fish-castorani.csv,1uhRqlcSGzmi3OngrpErqUpkK8FtMlh7s,2006,2021,16,15,mean.biomass.per.250_m2,com,h,alpha_var_rate,0.024582930208240508
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_0,alpha_div_mean,4.166666666666666
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_0,alpha_div_cv,0.273861278752583
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_0,beta_div_mean,1.6235885118530076
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_0,beta_div_cv,0.15777690345456669
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_0,gamma_div_mean,6.705882352941177
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_0,gamma_div_cv,0.27780855477391436
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,agg,NA,gamma_var,0.3155985372603714
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,agg,NA,alpha_var,0.5556137272034136
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,agg,NA,phi_var,0.5680178905026024
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,agg,NA,gamma_var_rate,0.019724908578773213
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,agg,NA,alpha_var_rate,0.03472585795021335
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,com,h,gamma_var,0.06249928577535409
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,com,h,alpha_var,0.09803244854034981
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,com,h,phi_var,0.6375367208096369
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,com,h,gamma_var_rate,0.0039062053609596305
L3-mcr-inverts-castorani.csv,1v9GnvqUU0QEhHvoBRpKap7E8rBrtooMH,2005,2021,17,16,mean.count.per.1_m2,com,h,alpha_var_rate,0.006127028033771863
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,alpha_div_mean,28.176923076923078
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,alpha_div_cv,0.18451493151906667
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,beta_div_mean,2.651272996455165
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,beta_div_cv,0.30307244694060254
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,gamma_div_mean,74.76923076923077
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,gamma_div_cv,0.3475717135601056
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,agg,NA,gamma_var,0.07085155662536785
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,agg,NA,alpha_var,0.11414314283029874
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,agg,NA,phi_var,0.6207254756486401
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,agg,NA,gamma_var_rate,0.005904296385447321
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,agg,NA,alpha_var_rate,0.009511928569191561
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,com,h,gamma_var,0.6008298798415447
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,com,h,alpha_var,0.7129551062569343
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,com,h,phi_var,0.8427317155998011
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,com,h,gamma_var_rate,0.05006915665346206
L3-sev-arthropods-compagnoni.csv,1G73KUpOEGh9wCxlUdbqR4FgVuielrC4v,1992,2004,13,12,Average_count,com,h,alpha_var_rate,0.05941292552141119
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),divpart_time_series,q_order_0,alpha_div_mean,5.209615384615384
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),divpart_time_series,q_order_0,alpha_div_cv,0.1518859229040953
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),divpart_time_series,q_order_0,beta_div_mean,3.0881697241053896
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),divpart_time_series,q_order_0,beta_div_cv,0.10983383178373733
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),divpart_time_series,q_order_0,gamma_div_mean,15.925925925925926
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),divpart_time_series,q_order_0,gamma_div_cv,0.09202957645306688
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),agg,NA,gamma_var,0.1335876403110757
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),agg,NA,alpha_var,0.3239187999957678
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),agg,NA,phi_var,0.41241088912659934
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),agg,NA,gamma_var_rate,0.005137986165810604
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),agg,NA,alpha_var_rate,0.012458415384452607
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),com,h,gamma_var,0.062266279199164755
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),com,h,alpha_var,0.18734295909975454
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),com,h,phi_var,0.33236519535281717
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),com,h,gamma_var_rate,0.0023948568922755676
L3-luq-snails-compagnoni.csv,1pjBpIgD8U9IzJHqDdn6TaG0HF2Hb-2bL,1991,2017,27,26,COUNT (yearly mean),com,h,alpha_var_rate,0.007205498426913636
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),divpart_time_series,q_order_0,alpha_div_mean,4.540123456790123
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),divpart_time_series,q_order_0,alpha_div_cv,0.39300834154382963
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),divpart_time_series,q_order_0,beta_div_mean,4.666462809276076
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),divpart_time_series,q_order_0,beta_div_cv,0.15096012601063002
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),divpart_time_series,q_order_0,gamma_div_mean,20.22222222222222
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),divpart_time_series,q_order_0,gamma_div_cv,0.282067371944575
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),agg,NA,gamma_var,0.37864432207418114
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),agg,NA,alpha_var,1.1285153235381866
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),agg,NA,phi_var,0.3355243071817878
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),agg,NA,gamma_var_rate,0.01646279661192092
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),agg,NA,alpha_var_rate,0.04906588363209507
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),com,h,gamma_var,0.4490220665029448
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),com,h,alpha_var,0.6391680158338138
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),com,h,phi_var,0.7025102248227832
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),com,h,gamma_var_rate,0.019522698543606297
L3-jrn-plants-compagnoni.csv,1CAnMv9JqDoXPNjHVYPN4Fen0dyvJ-x67,1915,1938,18,23,count (average),com,h,alpha_var_rate,0.027789913731904946
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,divpart_time_series,q_order_0,alpha_div_mean,5.987755102040816
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,divpart_time_series,q_order_0,alpha_div_cv,0.18233077439251882
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,divpart_time_series,q_order_0,beta_div_mean,4.138779052465531
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,divpart_time_series,q_order_0,beta_div_cv,0.0919339786735505
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,divpart_time_series,q_order_0,gamma_div_mean,24.742857142857144
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,divpart_time_series,q_order_0,gamma_div_cv,0.19291831831890993
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,agg,NA,gamma_var,0.20914972978606303
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,agg,NA,alpha_var,0.39002038086961366
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,agg,NA,phi_var,0.5362533345558245
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,agg,NA,gamma_var_rate,0.0061514626407665595
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,agg,NA,alpha_var_rate,0.011471187672635696
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,com,h,gamma_var,0.1740553967739256
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,com,h,alpha_var,0.30988182963536154
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,com,h,phi_var,0.5616831324984006
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,com,h,gamma_var_rate,0.005119276375703694
L3-hays-plants-compagnoni.csv,12SExhUhq1gnh8mGvp2AQMnqeenKco7Sg,38,72,35,34,COUNT,com,h,alpha_var_rate,0.009114171459863575
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,alpha_div_mean,9.033816425120772
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,alpha_div_cv,0.23230823840075257
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,beta_div_mean,5.206562274123331
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,beta_div_cv,0.11562198773766348
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,gamma_div_mean,46
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,gamma_div_cv,0.13416920215410028
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,agg,NA,gamma_var,0.04243182326884542
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,agg,NA,alpha_var,0.15028730409916263
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,agg,NA,phi_var,0.28233804261235557
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,agg,NA,gamma_var_rate,0.0019287192394929736
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,agg,NA,alpha_var_rate,0.006831241095416483
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,com,h,gamma_var,0.1313412663921345
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,com,h,alpha_var,0.2581773191203632
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,com,h,phi_var,0.5087250376587215
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,com,h,gamma_var_rate,0.005970057563278841
L3-cdr-plantsABC-compagnoni.csv,1x_susu7wi8ig3aPlM3phpBMrSCQehrJL,1982,2004,23,22,BIOMASS,com,h,alpha_var_rate,0.011735332687289235
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,alpha_div_mean,10.14090909090909
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,alpha_div_cv,0.20485995670233612
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,beta_div_mean,2.3313544706161813
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,beta_div_cv,0.13564050152785515
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,gamma_div_mean,23.18181818181818
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,gamma_div_cv,0.14191114989328357
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),agg,NA,gamma_var,0.2470879332850922
L3-sev-grasshopper-compagnoni.csv,1K4np9xUYM4nfOQXweG6DciN25nWtJIYH,1992,2013,22,21,Count (two censuses a year),agg,NA,alpha_var,0.30138489066086904
