dataset_file_name,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,divpart_time_series,q_order_2,gamma_div_cv,0.19435263442061412
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,agg,NA,gamma_var,0.3155985372603714
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,agg,NA,alpha_var,0.5556137272034136
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,agg,NA,phi_var,0.5680178905026024
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,agg,NA,gamma_var_rate,0.019724908578773213
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,agg,NA,alpha_var_rate,0.03472585795021335
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,com,h,gamma_var,0.06249928577535409
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,com,h,alpha_var,0.09803244854034981
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,com,h,phi_var,0.6375367208096369
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,com,h,gamma_var_rate,0.0039062053609596305
L3-mcr-inverts-castorani.csv,2005,2021,17,16,mean.count.per.1_m2,com,h,alpha_var_rate,0.006127028033771863
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_mean,2.543819480032232
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_cv,0.2290406068149337
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_mean,0.8226690772857135
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_cv,0.1487423708798065
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_mean,2.0535411511875545
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_cv,0.2747107452418669
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.045451941050392304
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,0.23589770453669662
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.19267648720728323
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.0026736435911995475
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.013876335560982153
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.05453268176610081
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.16240319159926722
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,com,h,phi_var,0.33578577630827094
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,0.003207804809770636
L3-sbc-algae-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.009553128917603954
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_mean,3.905375922744346
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_cv,0.17380572332039737
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_mean,2.1425299965291793
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_cv,0.3795258679866995
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_mean,8.294071072614472
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_cv,0.3818647919487942
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.23395712489107276
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,1.3027459021124739
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.17958768821433133
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.013762183817121926
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.07663211188896905
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.3574667501579737
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.5370836150559173
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,com,h,phi_var,0.66557001579867
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,0.02102745589164551
L3-sbc-fish-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.03159315382681866
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_mean,2.9831867241406727
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_cv,0.11960067233545028
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_mean,1.373253644927518
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_cv,0.167279660527426
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_mean,4.102634629560904
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_cv,0.21523779807954793
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.1985964468933521
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,0.3788353426830948
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.5242289314581796
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.011682143934903064
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.02228443192253499
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.10189113673270866
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.18628783067302446
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,phi_var,0.5469554096185151
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,0.005993596278394627
L3-sbc-mobileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.010958107686648497
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_mean,1.8989204829972515
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,alpha_div_cv,0.13011574401683523
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_mean,0.7961982466629087
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,beta_div_cv,0.12210180453488426
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_mean,1.5008086589835283
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_2,gamma_div_cv,0.13436538037582574
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.2814369760599189
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,0.5207009554473285
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.5404963695872989
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.016555116238818758
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.030629467967489915
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.010651971386896567
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.03712351632464573
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,phi_var,0.28693325529146835
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,6.265865521703863e-4
L3-sbc-sessileInverts-castorani.csv,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.0021837362543909253
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,divpart_time_series,q_order_2,alpha_div_mean,15.230295698042763
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,divpart_time_series,q_order_2,alpha_div_cv,0.28752783909590135
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,divpart_time_series,q_order_2,beta_div_mean,1.4306030256415025
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,divpart_time_series,q_order_2,beta_div_cv,0.20048886327868926
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,divpart_time_series,q_order_2,gamma_div_mean,22.480593854639338
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,divpart_time_series,q_order_2,gamma_div_cv,0.43570584340702384
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,agg,NA,gamma_var,0.07085155662536785
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,agg,NA,alpha_var,0.11414314283029874
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,agg,NA,phi_var,0.6207254756486401
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,agg,NA,gamma_var_rate,0.005904296385447321
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,agg,NA,alpha_var_rate,0.009511928569191561
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,com,h,gamma_var,0.6008298798415447
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,com,h,alpha_var,0.7129551062569343
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,com,h,phi_var,0.8427317155998011
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,com,h,gamma_var_rate,0.05006915665346206
L3-sev-arthropods-compagnoni.csv,1992,2004,13,12,Average_count,com,h,alpha_var_rate,0.05941292552141119
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_2,alpha_div_mean,4.233337793003971
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_2,alpha_div_cv,0.3002398065023063
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_2,beta_div_mean,1.244953947092018
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_2,beta_div_cv,0.1558121626836174
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_2,gamma_div_mean,5.332194217592728
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_2,gamma_div_cv,0.35342734514517155
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),agg,NA,gamma_var,0.2470879332850922
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),agg,NA,alpha_var,0.30138489066086904
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),agg,NA,phi_var,0.8198418067451362
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),agg,NA,gamma_var_rate,0.011766092061194867
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),agg,NA,alpha_var_rate,0.014351661460041383
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),com,h,gamma_var,0.19234619527079877
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),com,h,alpha_var,0.29589822542905697
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),com,h,phi_var,0.6500417330718825
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),com,h,gamma_var_rate,0.0091593426319428
L3-sev-grasshopper-compagnoni.csv,1992,2013,22,21,Count (two censuses a year),com,h,alpha_var_rate,0.01409039168709795
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,divpart_time_series,q_order_2,alpha_div_mean,6.4122118652420514
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,divpart_time_series,q_order_2,alpha_div_cv,0.1445323595896369
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,divpart_time_series,q_order_2,beta_div_mean,1.6009057999487493
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,divpart_time_series,q_order_2,beta_div_cv,0.27320712741485204
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,divpart_time_series,q_order_2,gamma_div_mean,10.46561231725991
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,divpart_time_series,q_order_2,gamma_div_cv,0.3854508218675489
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,agg,NA,gamma_var,0.2208282503223457
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,agg,NA,alpha_var,0.345907141187429
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,agg,NA,phi_var,0.6384032707861629
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,agg,NA,gamma_var_rate,0.01840235419352881
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,agg,NA,alpha_var_rate,0.028825595098952415
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,com,h,gamma_var,0.31024986341555205
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,com,h,alpha_var,0.3425008737806392
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,com,h,phi_var,0.9058367063152578
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,com,h,gamma_var_rate,0.025854155284629338
L3-sev-plants-compagnoni.csv,2003,2015,13,12,count,com,h,alpha_var_rate,0.028541739481719935
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,divpart_time_series,q_order_2,alpha_div_mean,8.954204952168329
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,divpart_time_series,q_order_2,alpha_div_cv,0.34679430279711565
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,divpart_time_series,q_order_2,beta_div_mean,1.4344084597204418
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,divpart_time_series,q_order_2,beta_div_cv,0.1758326891878067
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,divpart_time_series,q_order_2,gamma_div_mean,13.434106587862397
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,divpart_time_series,q_order_2,gamma_div_cv,0.45599066967499996
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,agg,NA,gamma_var,0.18291007452692307
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,agg,NA,alpha_var,0.22003088269360277
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,agg,NA,phi_var,0.8312927362184374
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,agg,NA,gamma_var_rate,0.026130010646703294
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,agg,NA,alpha_var_rate,0.031432983241943255
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,com,h,gamma_var,0.19430467330274187
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,com,h,alpha_var,0.32461183882054523
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,com,h,phi_var,0.5985754370781254
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,com,h,gamma_var_rate,0.027757810471820268
L3-sgs-plants-catano.csv,1999,2006,8,7,PCT_COVER,com,h,alpha_var_rate,0.04637311983150646
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,alpha_div_mean,7.056878325839456
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,alpha_div_cv,0.17532587454252463
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,beta_div_mean,1.3108114248314298
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,beta_div_cv,0.10322519371955922
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,gamma_div_mean,9.264093600962989
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,gamma_div_cv,0.20530366660136182
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,gamma_var,0.04828142015064946
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,alpha_var,0.084826272416372
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,phi_var,0.5691800284899804
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,gamma_var_rate,0.0037139553962038043
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,alpha_var_rate,0.006525097878182461
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,gamma_var,0.13016851365476467
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,alpha_var,0.26061303061686786
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,phi_var,0.4994704729332121
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,gamma_var_rate,0.010012962588828053
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,alpha_var_rate,0.020047156201297527
